Time[s], Channel 0, Channel 1
-0.004510791666667, 1, 1
0.000000000000000, 0, 1
0.000025791666667, 0, 0
0.000025833333333, 0, 1
0.000025916666667, 0, 0
0.005001125000000, 1, 0
0.005002833333333, 1, 1
0.005003125000000, 1, 0
0.005003166666667, 1, 1
0.010002375000000, 0, 1
0.010028250000000, 0, 0
0.015003458333333, 1, 0
0.015005166666667, 1, 1
