2,0.01,203.14,100
1.4,0,203.13,99.9950772866
1,0.17,203.13,99.9950772866
0.71,18.58,202.96,99.9113911588
0.5,61.95,184.38,90.7649896623
0.355,89.79,122.43,60.2687801516
0.25,26.57,32.64,16.0677365364
0.18,3.86,6.07,2.9880870336
0.125,1.33,2.21,1.0879196613
0.09,0.52,0.88,0.4331987792
0.075,0.15,0.36,0.1772176824
0.063,0.09,0.21,0.1033769814
0.045,0.12,0.12,0.0590725608
0.038,0,0,0
0,0,0,0
