2,0,238.86,100
1.4,0.03,238.86,100
1,1.08,238.83,99.9874403416
0.71,53.03,237.75,99.53529264
0.5,149.35,184.72,77.3340031818
0.355,32.05,35.37,14.8078372268
0.25,2.9,3.32,1.3899355271
0.18,0.42,0.42,0.1758352173
0.125,0,0,0
0.09,0,0,0
0.075,0,0,0
0.063,0,0,0
0.045,0,0,0
0.038,0,0,0
0,0,0,0
